x0,x1,label
26.513092,-40.074436,depeche_mode
47.46264,-40.22793,garth_brooks
42.04191,-32.91273,garth_brooks
44.652374,-36.10068,garth_brooks
49.60073,-36.743526,garth_brooks
46.571995,-28.12177,garth_brooks
46.983994,-40.128914,garth_brooks
48.17908,-38.30057,garth_brooks
51.9315,-36.019447,garth_brooks
46.02636,-29.164364,garth_brooks
50.8013,-27.764338,garth_brooks
44.857075,-35.618904,garth_brooks
54.823017,-33.14832,garth_brooks
45.03853,-35.059914,garth_brooks
42.433857,-27.484648,garth_brooks
44.948254,-38.113167,garth_brooks
51.825806,-36.54995,garth_brooks
47.15617,-33.917145,garth_brooks
45.74607,-31.412512,garth_brooks
45.742836,-36.35147,garth_brooks
41.048798,-32.470673,garth_brooks
41.322044,-32.45136,garth_brooks
41.273743,-32.426933,garth_brooks
41.44888,-32.51339,garth_brooks
42.525005,-16.439985,roxette
44.917793,-17.285542,roxette
45.544334,-17.551851,roxette
45.176537,-6.933367,roxette
45.59199,-17.71107,roxette
45.8416,-17.427801,roxette
40.424713,-8.810241,roxette
38.027256,-13.026965,roxette
39.86229,-1.1419278,roxette
43.242928,-8.398914,roxette
45.632793,-4.4189825,roxette
40.89728,-9.158873,roxette
40.699936,-15.725711,roxette
35.34562,4.5501857,roxette
39.93875,3.0818276,roxette
46.366013,-14.036152,roxette
34.663788,-18.940226,roxette
39.416332,-9.285939,roxette
40.61435,-16.399921,roxette
41.365356,1.1851605,roxette
37.584064,3.572964,roxette
45.54921,-17.672379,roxette
36.6702,13.861922,roxette
-47.011936,31.607126,beatles
-48.65955,37.01739,beatles
-48.169014,40.00675,beatles
-49.43826,38.37826,beatles
-48.67564,36.03804,beatles
-48.305614,39.246822,beatles
-48.853806,38.916557,beatles
-39.83487,35.572742,beatles
-46.72815,31.454092,beatles
-48.87445,30.189344,beatles
-50.110756,38.144863,beatles
-17.586477,34.28582,tori_amos
-17.71084,34.040268,tori_amos
-17.63122,59.80508,tori_amos
-18.475145,58.756718,tori_amos
-21.589775,52.99673,tori_amos
-15.4215145,54.79591,tori_amos
-21.698061,53.93409,tori_amos
-18.729979,60.81655,tori_amos
-19.98283,37.535194,tori_amos
-20.674503,35.94397,tori_amos
-16.152079,53.32058,tori_amos
-26.964756,45.97455,tori_amos
-17.396826,37.27879,tori_amos
-21.977203,38.906773,tori_amos
-21.82589,38.816643,tori_amos
-26.562372,50.24856,tori_amos
-21.36137,50.87198,tori_amos
-22.99278,55.500755,tori_amos
-24.089495,42.754715,tori_amos
-23.980133,41.50989,tori_amos
-22.821003,38.231506,tori_amos
-22.734867,38.168438,tori_amos
-21.64083,55.59226,tori_amos
-21.304598,45.97296,tori_amos
-25.031965,45.973507,tori_amos
-16.205889,38.597763,tori_amos
-45.924538,38.905365,beatles
-40.380753,36.73713,beatles
-51.1785,36.70488,beatles
-45.28762,38.044216,beatles
-42.32326,38.323265,beatles
-49.622513,41.84059,beatles
-42.042282,38.29254,beatles
-41.44731,38.423294,beatles
-51.769554,39.91459,beatles
-42.177757,38.210728,beatles
-40.72889,37.42003,beatles
-42.049038,38.49456,beatles
-45.040253,37.826923,beatles
-41.19433,38.032734,beatles
-40.607864,37.431362,beatles
-48.42988,41.705334,beatles
-53.980415,37.46621,beatles
-22.799238,-19.17945,queen
-22.877367,-19.158043,queen
-30.40525,18.733576,queen
-32.828613,11.787204,queen
-39.083916,11.941683,queen
-36.24661,16.278996,queen
-33.53529,9.466053,queen
-26.322527,19.140213,queen
-28.146313,18.991457,queen
-29.508677,16.048906,queen
-32.56473,8.972075,queen
-32.811245,8.714509,queen
-35.164066,9.186077,queen
-34.838436,9.03911,queen
-30.125679,6.2938743,queen
-35.562943,8.716524,queen
-30.622124,6.931403,queen
-62.959858,13.712748,aerosmith
-62.908924,13.725649,aerosmith
-62.980934,13.253137,aerosmith
-62.402683,13.0769615,aerosmith
-62.88795,13.109935,aerosmith
-62.98454,13.152995,aerosmith
-61.084698,12.043724,aerosmith
-59.98544,8.764037,aerosmith
-63.079735,13.777704,aerosmith
-61.676445,14.157009,aerosmith
-62.267788,11.4212475,aerosmith
-62.11959,13.0232935,aerosmith
-63.765137,7.7544684,aerosmith
-62.583473,14.806506,aerosmith
-62.49952,13.18824,aerosmith
-63.018326,13.900098,aerosmith
-64.07349,4.3444333,aerosmith
-61.98489,1.9987209,aerosmith
23.249058,35.797977,metallica
23.334002,35.86602,metallica
23.063536,36.163525,metallica
23.068365,36.13771,metallica
23.369179,35.93407,metallica
35.5751,46.034176,metallica
27.34268,49.4613,metallica
21.656487,35.708122,metallica
-62.601326,-23.528847,metallica
22.819973,36.478832,metallica
22.7537,36.388817,metallica
37.374153,47.11379,metallica
30.478758,49.261856,metallica
27.344183,41.82209,metallica
26.511408,43.56242,metallica
25.167149,40.32517,metallica
30.618248,41.066906,metallica
28.368097,49.349346,metallica
22.366423,52.41391,metallica
23.08093,36.20874,metallica
30.545826,49.337326,metallica
27.361362,40.911892,metallica
31.097637,50.068443,metallica
27.448885,53.063248,metallica
35.23214,43.57593,metallica
28.761063,53.985806,metallica
28.420887,40.043797,metallica
37.207027,44.891888,metallica
29.99459,40.756203,metallica
28.939001,52.800053,metallica
-48.935486,-17.597202,green_day
4.3059635,21.981499,green_day
-62.721184,-22.533861,green_day
-62.739735,-22.528511,green_day
-61.20315,-26.571821,green_day
-48.669025,-16.703089,green_day
-61.530495,-26.56098,green_day
-61.35731,-26.37119,green_day
-61.51088,-26.215694,green_day
-58.42591,-12.714456,green_day
-58.453667,-24.610435,green_day
-55.616154,-16.915546,green_day
-54.70111,-20.83928,green_day
-56.64364,-17.055758,green_day
-56.051266,-16.65244,green_day
-56.30414,-15.958225,green_day
-54.305016,-21.068657,green_day
-53.99333,-24.321388,green_day
-55.99327,-21.043173,green_day
-54.423355,-24.430422,green_day
-55.193382,-18.158316,green_day
-54.42572,-24.744541,green_day
-52.97944,-21.713926,green_day
-54.998962,-17.417978,green_day
-56.736946,-16.494595,green_day
57.820766,-35.094475,garth_brooks
50.981586,-29.545431,garth_brooks
55.75985,-26.307903,garth_brooks
51.247753,-30.442265,garth_brooks
49.16077,-25.129429,garth_brooks
51.133816,-26.021,garth_brooks
48.555027,-24.93055,garth_brooks
48.95729,-24.79577,garth_brooks
50.200108,-25.690245,garth_brooks
48.858685,-24.922361,garth_brooks
51.192448,-25.974005,garth_brooks
48.783993,-24.933876,garth_brooks
55.42065,-26.522444,garth_brooks
51.83674,-26.609491,garth_brooks
50.437187,-25.55589,garth_brooks
49.481373,-25.2914,garth_brooks
50.44155,-25.372202,garth_brooks
49.32337,-25.004503,garth_brooks
-27.804255,39.23543,tori_amos
-21.96169,35.022133,tori_amos
-23.00833,36.05343,tori_amos
-23.07618,36.22435,tori_amos
-22.996284,36.157986,tori_amos
-22.980436,36.61257,tori_amos
-25.264118,40.4429,tori_amos
-26.43018,40.43122,tori_amos
-23.219019,35.910515,tori_amos
-13.6513405,36.996815,tori_amos
-21.806059,36.541447,tori_amos
16.585468,3.4428003,tori_amos
-19.645058,54.126076,tori_amos
-13.325007,26.88592,tori_amos
-25.459955,40.372215,tori_amos
-24.593792,40.331863,tori_amos
-26.332027,40.248604,tori_amos
-27.879307,46.280216,tori_amos
-26.99647,45.703587,tori_amos
-25.678827,53.03071,tori_amos
-12.286764,27.749376,tori_amos
53.99731,26.547823,fleetwood_mac
54.129734,23.07487,fleetwood_mac
47.29354,24.71466,fleetwood_mac
53.980194,23.38264,fleetwood_mac
39.587517,18.685982,fleetwood_mac
40.361134,19.43262,fleetwood_mac
53.68463,23.012661,fleetwood_mac
53.43047,21.263794,fleetwood_mac
23.410723,13.352546,fleetwood_mac
40.944897,19.322145,fleetwood_mac
53.400795,17.683273,fleetwood_mac
48.2057,25.895092,fleetwood_mac
53.903336,22.582834,fleetwood_mac
45.663807,23.471088,fleetwood_mac
31.23375,23.43093,suzanne_vega
26.504272,26.195465,suzanne_vega
28.677317,22.512098,suzanne_vega
30.927021,20.257383,suzanne_vega
29.705349,21.585943,suzanne_vega
28.87599,23.670723,suzanne_vega
26.34831,26.882486,suzanne_vega
26.842297,25.945133,suzanne_vega
24.586565,26.307903,suzanne_vega
25.800303,18.099297,suzanne_vega
21.163319,21.75346,suzanne_vega
24.397923,26.1122,suzanne_vega
21.250214,21.70541,suzanne_vega
26.296394,26.973728,suzanne_vega
25.692047,26.90625,suzanne_vega
25.51868,24.718779,suzanne_vega
25.77047,26.359331,suzanne_vega
25.56094,26.64627,suzanne_vega
30.687698,19.709839,suzanne_vega
26.261768,23.18746,suzanne_vega
20.218216,23.413002,suzanne_vega
26.932377,25.183126,suzanne_vega
25.455755,26.510172,suzanne_vega
26.788132,20.511404,suzanne_vega
25.453611,26.758377,suzanne_vega
25.85467,26.375063,suzanne_vega
24.706133,26.124401,suzanne_vega
25.489296,26.680609,suzanne_vega
24.736177,26.436031,suzanne_vega
15.098374,13.4722805,suzanne_vega
-38.70156,21.971344,queen
-41.620068,7.3017526,queen
-24.979849,20.606394,queen
-41.678555,7.2734327,queen
-24.967047,20.598656,queen
-24.963093,20.621479,queen
-41.989193,7.322689,queen
-40.019485,7.6641555,queen
-38.35018,21.096243,queen
-40.695633,21.648293,queen
-30.31491,19.198944,queen
-33.762615,19.974865,queen
-41.69953,7.17622,queen
-30.793892,22.945986,queen
-29.601772,12.760794,queen
57.312675,-1.8023376,madonna
-1.4311872,-12.635572,madonna
-6.694555,-27.432476,madonna
-5.679886,-16.5627,madonna
-1.4503757,-12.352441,madonna
-1.4431194,-12.590667,madonna
-7.176199,-26.912779,madonna
-2.302286,-14.67248,madonna
1.424321,8.355477,steely_dan
53.66654,1.3236872,steely_dan
53.782852,1.4338275,steely_dan
53.601986,1.4695342,steely_dan
56.777763,1.4953301,steely_dan
54.69348,3.7756789,steely_dan
54.820053,4.1563945,steely_dan
54.711086,5.5708065,steely_dan
54.550148,0.62202686,steely_dan
56.569225,2.5293944,steely_dan
54.681114,1.1326073,steely_dan
55.44914,0.5337635,steely_dan
54.28833,0.8797918,steely_dan
53.770927,1.4805766,steely_dan
53.828716,1.44223,steely_dan
56.140476,2.1729553,steely_dan
55.9319,2.1056144,steely_dan
54.91763,0.7752861,steely_dan
58.274662,-2.6009073,steely_dan
58.57147,1.9720424,steely_dan
55.912117,3.3327248,steely_dan
55.789894,3.3503108,steely_dan
5.1260056,-44.56015,prince
2.187396,-37.30668,prince
4.7572308,-30.57219,prince
0.48491117,-37.838554,prince
2.3752487,-37.43616,prince
4.4079337,-40.736885,prince
2.0819626,-39.626495,prince
1.7357904,-38.79602,prince
-6.1921916,-38.112415,prince
2.1013515,-38.941532,prince
3.082731,-40.688076,prince
3.5065753,-39.67969,prince
1.419228,-39.33372,prince
2.5282586,-38.605392,prince
4.1512914,-40.714493,prince
1.88336,-44.13151,prince
1.6666721,-39.64268,prince
1.2543555,-39.11023,prince
1.3656232,-39.5292,prince
2.0803518,-38.903797,prince
3.191188,-38.943558,prince
2.5513768,-38.578926,prince
1.6243747,-39.519615,prince
-3.97651,-40.826508,prince
1.3747815,-38.754704,prince
39.202095,-30.154861,garth_brooks
47.15971,-36.231148,garth_brooks
55.112473,-34.443996,garth_brooks
48.64789,-27.646904,garth_brooks
56.617718,-34.037437,garth_brooks
53.422577,-34.463604,garth_brooks
49.883656,-24.39363,garth_brooks
53.170715,-33.846222,garth_brooks
55.102776,-30.034946,garth_brooks
47.30365,-28.62194,garth_brooks
57.944855,-34.62676,garth_brooks
50.88826,-31.502275,garth_brooks
47.174175,-33.088223,garth_brooks
51.546925,-33.98574,garth_brooks
47.688465,-34.19626,garth_brooks
50.743313,-31.918716,garth_brooks
54.1999,-33.68603,garth_brooks
48.64928,-27.744246,garth_brooks
50.69578,-25.4006,garth_brooks
53.92455,-30.051332,garth_brooks
50.750847,-24.744293,garth_brooks
50.2769,-24.326277,garth_brooks
-11.980998,-25.728628,radiohead
-9.334714,22.799309,radiohead
-9.343351,22.791409,radiohead
8.428109,26.898548,radiohead
8.487228,27.028881,radiohead
8.459923,26.776104,radiohead
8.770695,26.364014,radiohead
9.8406105,22.75586,radiohead
8.563587,26.75881,radiohead
8.917561,26.238787,radiohead
8.439734,26.85315,radiohead
8.301809,27.169012,radiohead
8.364822,26.947575,radiohead
8.525654,26.650944,radiohead
8.813452,26.25525,radiohead
10.156089,22.14305,radiohead
-15.206433,-1.5395335,radiohead
-15.883203,-2.3362677,radiohead
-14.066709,-0.9778175,radiohead
8.364062,26.715845,radiohead
-38.039417,41.36358,led_zeppelin
-22.904642,-0.027290868,led_zeppelin
-28.0313,-10.625255,led_zeppelin
-33.84071,-13.916299,led_zeppelin
-30.611942,-17.8973,led_zeppelin
-20.391289,-4.2574296,led_zeppelin
-31.69826,-3.0637584,led_zeppelin
-27.048592,-10.243448,led_zeppelin
-34.026756,-13.885753,led_zeppelin
-42.02246,3.1005652,led_zeppelin
-2.0037007,0.16672991,led_zeppelin
-31.733438,-3.4210725,led_zeppelin
-40.071747,-3.5411627,led_zeppelin
-41.706482,-4.8535213,led_zeppelin
-43.975025,-4.733581,led_zeppelin
-28.361115,-1.4809608,led_zeppelin
-28.626411,-0.5345107,led_zeppelin
-31.95314,-2.6192694,led_zeppelin
-35.770226,-4.9408383,led_zeppelin
-33.798462,3.2644994,led_zeppelin
-38.725056,6.1248918,led_zeppelin
-26.9744,10.83768,led_zeppelin
-32.21038,-6.2183666,led_zeppelin
-33.8623,-13.441831,led_zeppelin
-32.609287,-11.308155,led_zeppelin
-33.773907,-14.051854,led_zeppelin
-35.482937,-5.7554574,led_zeppelin
-14.235234,-62.936066,creedence_clearwater_revival
-11.578761,-59.734463,creedence_clearwater_revival
-13.1069355,-61.99939,creedence_clearwater_revival
-11.177083,-65.74928,creedence_clearwater_revival
-11.92693,-61.748238,creedence_clearwater_revival
-10.754607,-61.97749,creedence_clearwater_revival
-14.1856365,-61.398922,creedence_clearwater_revival
-14.756553,-62.570366,creedence_clearwater_revival
-13.498238,-64.73097,creedence_clearwater_revival
-6.8345675,-62.4422,creedence_clearwater_revival
-11.689697,-62.04522,creedence_clearwater_revival
-9.837844,-54.135868,creedence_clearwater_revival
-14.0589905,-63.790638,creedence_clearwater_revival
-11.028648,-57.283325,creedence_clearwater_revival
-17.62795,33.969547,tori_amos
-17.480017,33.79344,tori_amos
-17.389444,33.488045,tori_amos
-16.043165,34.13013,tori_amos
-17.255405,34.601482,tori_amos
-15.380117,55.700005,tori_amos
-13.550137,54.648453,tori_amos
-20.444988,48.266857,tori_amos
-11.359166,52.376743,tori_amos
-17.457033,35.907,tori_amos
-16.749004,55.431202,tori_amos
-12.738158,51.881573,tori_amos
-17.11656,43.140396,tori_amos
-19.742548,46.52898,tori_amos
-16.880278,35.85981,tori_amos
-14.004556,55.04729,tori_amos
-16.288235,56.90162,tori_amos
-13.76646,53.30509,tori_amos
-16.807943,43.23208,tori_amos
-18.443699,33.211647,tori_amos
-14.827724,56.17491,tori_amos
-13.162909,53.294765,tori_amos
-16.884508,55.346184,tori_amos
-11.421708,52.35065,tori_amos
-18.062737,43.26435,tori_amos
-15.049793,52.173088,tori_amos
-17.075724,34.85007,tori_amos
-14.167411,47.99225,tori_amos
-16.625917,56.267723,tori_amos
-17.028646,55.634342,tori_amos
-19.270042,46.712696,tori_amos
-13.218273,52.411484,tori_amos
-13.478667,54.105934,tori_amos
3.8712378,21.56436,tori_amos
-21.777102,-3.2537181,radiohead
5.2297893,36.012638,radiohead
-1.867578,34.106136,radiohead
3.597226,33.331318,radiohead
-0.54790413,34.19848,radiohead
0.74485195,33.771233,radiohead
-1.2710593,33.586647,radiohead
-1.7618676,34.258747,radiohead
2.0213509,36.263687,radiohead
-2.3740246,40.331573,radiohead
-1.6374143,34.438404,radiohead
-1.269486,35.33257,radiohead
2.544562,32.630558,radiohead
-0.5427226,34.126785,radiohead
-3.885225,43.360725,radiohead
-1.9484175,32.671276,radiohead
-4.533093,40.992687,radiohead
-0.059213616,35.99061,radiohead
-1.2261001,30.9662,radiohead
-1.219811,31.237709,radiohead
-6.767904,27.657814,radiohead
-6.2627306,27.434914,radiohead
61.56328,-11.301362,steely_dan
60.07807,-6.478739,steely_dan
60.07351,-5.803645,steely_dan
61.012608,-7.5737243,steely_dan
59.241226,-11.374941,steely_dan
60.243374,-6.5371685,steely_dan
61.393364,-7.2508574,steely_dan
58.97156,-8.689512,steely_dan
56.697655,-6.2016325,steely_dan
57.791344,-11.860787,steely_dan
61.009235,-7.844772,steely_dan
60.650875,-8.0118685,steely_dan
7.128908,-3.6324704,cure
7.3769717,-3.623922,cure
7.4600544,-3.597178,cure
7.531463,-4.1247745,cure
5.549756,-3.794891,cure
16.283976,-7.638345,cure
14.374479,-8.762379,cure
11.161615,-6.929961,cure
7.3326416,-3.5277884,cure
19.5532,-5.378166,cure
14.356814,-8.77886,cure
14.349124,-8.955385,cure
17.384876,-9.750261,cure
16.572798,-8.397267,cure
10.839508,-5.96428,cure
7.265493,-3.921624,cure
7.490245,-3.9895794,cure
13.73092,-8.445151,cure
13.241806,-9.46347,cure
16.681622,-7.1485124,cure
12.854525,-28.195513,prince
11.646337,-28.100513,prince
0.25348923,-34.31258,prince
7.7731566,-40.22768,prince
0.94467807,-30.142088,prince
0.85598207,-30.053493,prince
1.6217662,-30.626442,prince
11.943728,-41.937973,prince
3.941293,-38.092308,prince
1.1601107,-30.711246,prince
11.296954,-41.58699,prince
6.151137,-40.17729,prince
11.126407,-37.13697,prince
5.273513,-40.154877,prince
0.70535874,-37.935314,prince
1.6686178,-30.786085,prince
10.014139,-30.826027,prince
4.6527987,-27.524843,prince
0.39929688,-31.013798,prince
12.425565,-37.683243,prince
0.08530823,-31.359102,prince
1.4891593,-29.61123,prince
1.3227264,-30.363165,prince
11.240692,-36.086815,prince
2.411934,-30.934294,prince
10.792136,-38.568626,prince
16.203218,-29.364569,prince
6.070089,-45.4682,prince
15.537544,-28.203205,prince
4.971192,-37.125874,prince
-0.37883842,-41.35062,prince
-1.7750189,-42.124344,prince
14.524759,-28.869633,prince
6.3304324,-30.011877,prince
-1.5936786,-42.00492,prince
-1.6035873,-41.86036,prince
-0.23910849,-41.442722,prince
17.355421,24.993502,suzanne_vega
24.13574,22.642286,suzanne_vega
23.618092,25.56701,suzanne_vega
23.385302,25.711788,suzanne_vega
23.015173,25.748438,suzanne_vega
22.833342,25.361254,suzanne_vega
23.867594,26.089367,suzanne_vega
22.683977,26.137362,suzanne_vega
22.421915,25.396336,suzanne_vega
24.265371,23.922909,suzanne_vega
22.050508,25.38377,suzanne_vega
13.190818,21.111006,suzanne_vega
24.355396,24.216208,suzanne_vega
25.030172,22.088802,suzanne_vega
24.866,22.303894,suzanne_vega
23.32466,23.47874,suzanne_vega
-29.559067,-46.018826,dave_matthews_band
-34.770367,-39.630363,dave_matthews_band
-29.992172,-39.018845,dave_matthews_band
-34.559658,-40.527836,dave_matthews_band
-34.644905,-38.691772,dave_matthews_band
-34.983124,-38.676186,dave_matthews_band
-32.9126,-42.977768,dave_matthews_band
-35.009163,-40.58329,dave_matthews_band
-34.676624,-38.87589,dave_matthews_band
-35.146236,-39.218372,dave_matthews_band
-37.261757,-33.817863,dave_matthews_band
-36.590935,-34.32094,dave_matthews_band
-35.02438,-39.056763,dave_matthews_band
-35.87712,-34.772316,dave_matthews_band
-32.904358,-34.280518,dave_matthews_band
-37.03365,-35.586605,dave_matthews_band
-30.618622,-34.2013,dave_matthews_band
-34.682266,-39.19556,dave_matthews_band
-36.633278,-36.855576,dave_matthews_band
-33.650192,-34.516567,dave_matthews_band
45.314735,20.038788,fleetwood_mac
50.272938,28.862862,fleetwood_mac
